text,is_sarcastic
the 10 best cities for college grads in 2015,0
thankful for our power: a thankful discourse in a time of reckoning,0
mall pastry shop takes oscar for best cinnabontography,1
religious scholars discover jesus christ delivered by dr. sidney adler,1
trailer for chilean mining accident movie 'the 33' will hit you in the feels,0
obama has colorado appraised,1
the second slaying of michael brown,0
panicked oyster praying that lump it feels forming only a pearl,1
proud father teaches son how to shave eyebrows for first time,1
an lgbt foster youth shares her beautiful christmas wish,0
tv in l.a. bar switched over to 'american dad' rerun without complaint,1
man confused by compliment from person whose career he can't help,1
clinton consults surgeon general on behalf of friend curious about homosexuality,1
6 of the best-designed marijuana shops across america,0
group of fifth-grade boys discover pile of naked ladies discarded in woods,1
"disgusted tsa agents also calling for end to body scanning, thorough pat-downs",1
"onion social ceo caught by law enforcement at miami airport with $800,000 in cash",1
nation finally ready to look at more sidewalk drawings that look like big holes but are actually just flat,1
tour guide always builds in 10 minutes for everyone in group to mount cannon like horse,1
media reminds public not to overemphasize super tuesday results or draw any sort of wide-reaching conclusions,1
transgender inmates to be integrated according to identity in san francisco,0
106 things you can do to bring about the queer revolution,0
last remaining ivory-billed woodpecker really squandering species' final weeks,1
chris columbus explains the obstacles to making a 'goonies' sequel,0
"next supreme court term will be 'more important than any in the last 50 years,' court watcher says",0
firefighters gaining ground against california's deadliest ever blazes,0
reince priebus says rnc was 'absolutely not hacked',0
frustrated man doesn't know what else he can do to get cat purring,1
donald trump names rex tillerson secretary of state,0
"dr. king died fighting for economic justice. nearly half a century later, we continue his fight.",0
5 facts about life i've realized this year,0
confessions of a hopeful hoarder,0
sen. mike lee says trump is 'fully cooperating' with russia investigation,0
office exiles menstruating hr manager,1
bush hides u.s. report card in sock drawer,1
"'i don't fit into any of corporate america's little boxes,' says single, 18-to-36-year-old hispanic female with brand loyalty to tom's, chobani",1
bush epa chief chastises trump's climate change denying pick,0
this video of a road being surfaced is ridiculously satisfying,0
inspired film executive has great idea for budget of film,1
bill to regulate e-cigarettes clears california legislative hurdle,0
the truth about trump's ban on trans soldiers,0
mccain blasts obama as out of touch in burma-shave-style billboard campaign,1
robert mueller dreading returning from 2-month european vacation to start russia investigation,1
genuine love and respect only thing holding area relationship together,1
uber offering discounted wages for election day,1
'anthem' developers assure players whiteboard with words 'jetpack+guns?' will be playable game by friday,1
michelle obama not so keen on president's new bangs,1
ana navarro calls out gop: you'd impeach hillary clinton over this,0
va loan program may be letting veterans down,0
researchers find that spanking your children is incredibly fun,1
phish's epic run for the ages,0
"5 great movies starring interesting, exciting, daring, adventurous girls!",0
"sorry gop, mike pence can't save you from donald trump",0
peter dinklage meets the world's worst 'game of thrones' fan in 'saturday night live' promo,0
this man's tweets cryptically pay homage to a smash mouth classic,0
these cities are suing the pentagon over 'deadly gaps' in america's gun-check system,0
orangutan's horrific death underscores need for brands to use certified palm oil,0
excited mike pence assures john mccain he has his 'last rites' kit ready to go just in case,1
3-year-old terrified by sizzling fajita platter,1
david spade just shot,1
the best rooftop bars in the u.s.,0
7 reasons we love matt bomer,0
perfect girlfriend blames self for everything,1
we deserve better,0
huffpollster: how many americans support the travel ban? depends on the poll,0
here are the best pundit reactions to the second gop debate,0
group of goth kids claims to see ghost of old man at cemetery,0
tai chi practitioner really slowly dislocates knee,1
boyfriend's comforter an unzipped sleeping bag,1
"the u.s., cuba, and strategic foreign policy",0
colbert mocks 'kellyanne kanye' for his bizarre pro-trump tweetstorm,0
judge seeks criminal contempt charges against arizona sheriff joe arpaio,0
best buy employee wearing different colored shirt for some reason,1
world will miss goal for universal education by 50 years: un,0
lionel messi says kobe bryant was the reason he got into basketball,0
u.s. braces for separate floods as joaquin leaves bahamas,0
invisibility cloak may be moving closer to reality,0
meatless monday: the seed of something great -- seed food and wine festival,0
report: u.s. exported 6 billion tons of crude web content last year,1
white house graciously accepts saudi prince's thank-you gift of severed yemeni head,1
how police chaplains help departments cope with officer deaths,0
"this actually good news, contractor reveals, because now you know the real problem",1
atlanta man indicted for pouring boiling water on gay couple,0
donald trump's diary is a window into his first 100 days in office,0
facebook recognizes everyone needs paid time off. not just parents.,0
ice cream truck driver going to let these kids sweat a little bit before stopping,1
jeb bush's children vehemently deny having ever loved father,1
kinda creepy peter pan pranks disney world,0
marketing scientists successfully map the human heartstrings,1
madd psa clarifies it's okay to drive drunk if it'll be big pain to get car tomorrow,1
gingrich privately regretting not doing 'more jew stuff' on florida campaign trail,1
god regrets never creating any two-headed snake creatures,1
richard grieco's star power inadvertently donated to goodwill,1
cher's 'believe' now faintly audible everywhere in america,1
mcdonald's now offering bereavement prices,1
"no matter what happens in the gop primary, a lot of republicans won't be happy",0
"aol/time warner turmoil over-reported, says time",1
oregon gov. kate brown announces reelection bid,0
weird relative at family reunion knows how everyone related to each other,1
we need to talk about adoptee suicide,0
taiwan's pro-independence opposition leader wins presidential election,0
how to rediscover your passion for reading,0
people's opinions on voter id laws can be racialized thanks to one image,0
corey hart still performing 'sunglasses at night' somewhere,1
charles koch orders sniper to fire warning shot next to marco rubio on debate stage,1
chuck grassley cranks up music in senate chamber to drown out ford's testimony,1
twitter took a much-needed break from the world to #addcandytoamovie,0
switzerland at the geffen playhouse,0
top ten best-selling ebooks -- week of march 21,0
man briefly forgets hotel staff are not humans,1
"cleansed, crisp and crippled: the challenges of staying dapperly delicious while disabled",0
hayley kiyoko is the unapologetically queer pop star we've been waiting for,0
"happy birthday, bo obama!",0
alcoholic's plan for turning life around doesn't involve getting sober,1
apple loses patent lawsuit to university of wisconsin-madison,0
new poultry stripe gum hardly tastes like goose after chewing for one minute,1
trump honors sacrifices civil rights activists will have to make under his presidency,1
woodpecker having difficulty remembering tree where he got the really good bugs that one time,1
cuban migrants adrift at sea drank own blood and urine to stay alive,0
the bendy smartphone of the future is (almost) here,0
the republican obamacare dilemma in one 6-minute video,0
"denée benton, aka ruby on 'unreal,' is headed to broadway",0
uber gave government millions of users' data,0
hillary 2016: her personal brand,0
how to make cereal milk ice cream,0
jimmy fallon shares his thanks for george r.r. martin's new hbo series,0
"'people are inherently good,' world halfheartedly mutters",1
esports star suspected of using peds,1
car bomber given shittiest possible car,1
our nation's truckers: are we meeting their pancake needs?,1
netflix town criers announce arrival of 'mad men' season 6 on streaming,1
this is what happens when an nba champ crashes your bachelorette party,0
"michele bachmann figures why not, introduces homosexual-beheading bill",1
taylor swift's mom says groping incident 'shattered our trust',0
"malcolm-jamal warner likens cosby scandal to woody allen, roman polanski controversies",0
why thanking god is hurtful,0
suction cup-wearing robert mueller forced to cower behind white house chandelier after trump returns home earlier than planned,1
"new bomb capable of creating 1,500 new terrorists in single blast",1
ben affleck and matt damon's company to add inclusion rider to all films,0
the double and the christmas holidays,0
nation unable to recall if trump said he'd personally fund abortion bombings or if that just sounds right,1
they finally did something cool to spider-man's suit after all those movies,0
"trump insists he never thought about firing mueller, feeding him to pack of rabid dogs, mounting head in oval office as trophy",1
rate of uninformed conversations about navy seals skyrockets,1
pumpkin clearly had finger in it,1
'out of sight': 360-degree film series on diseases the world ignores,0
a small request for mother's day,0
5 reasons why you need boundaries in your relationships and life,0
some sense knocked into girlfriend's son,1
texans brace for president's response to hurricane,1
gop voters will probably support anyone their party nominates,0
"cbs, pbs cut ties with charlie rose following sexual misconduct allegations",0
mysterious carving of a woman's face emerges during church restoration,0
permission and prohibition,0
excerpt: lessons on love and landscape from the heartland,0
chicago is fighting climate change no matter what trump says,0
gop voters want an outsider. can marco rubio convince them he is one?,0
mom not joking when she says she wants picture of grown kids in bath for old time's sake,1
trojan unveils new 3-piece formal condoms,1
why being #1 isn't all it's cracked up to be,0
'i don't feel safe calling the police': new yorkers march against police violence,0
reality of fatherhood never truly dawned on man until he held newborn son's hospital bill,1
horrified authorities discover one-day-old funnel cake abandoned in dumpster,1
man falls asleep at intersection. what cops say happens next is pure florida,0
neighbors remember serial killer as serial killer,1
air india now offers business caste seating,1
justice thomas' wife calls supreme court retirement report 'bogus',0
sean spicer uses san bernardino shooting to justify banning 220 million people,0
how i came to follow my passion,0
woman forced to do some detective work after obituary for dead classmate leaves off cause of death,1
'the bachelor' season 20 premiere recap: ben higgins still feels unlovable,0
"u.s.-mexico relations almost as bad as war times, says former mexican president",0
technophile has coolest junk drawer ever,1
every baby boomer in country urged to resign after photos emerge of them in blackface,1
academy honors retiring daniel day-lewis with small farewell happy hour in dolby theatre kitchen,1
baseball icon david ortiz slams trump for anti-mexican attacks,0
the democrats can no longer avoid introspection,0
government data sharpens focus on crude-oil train routes,0
joan rivers: my hero and my cautionary tale,0
the 'perfect body' is a lie. i believed it for a long time and let it shrink my life,0
freemasons return to jupiter,1
two-year cellphone contracts are almost dead. here's everything you need to know,0
secrets of a professional present purchaser,0
behind every easter is a crucifixion,0
zsa zsa or eva gabor dead,1
furloughed government employee using time off to visit local food pantry she been hearing about,1
6 living room design ideas worth stealing,0
for all the girls i loved before i knew i could,0
how to register voters in a south carolina jail,0
"joy reid: gop in bizarre mirror universe where clinton is guilty, trump is blameless",0
local child has run-of-the-mill imagination,1
5 summer recipes you can bring anywhere,0
military-industrial complex recalls coming together in aftermath of 9/11,1
bernie sanders: 'it would not be a bad thing' if fbi director james comey resigned,0
police sketch artist admits to only drawing people who have wronged him,1
jimmy kimmel hilariously stops by 'sesame street' to introduce a new letter,0
pope francis carves roast cherub for vatican christmas dinner,1
maybelline introduces line of injectable makeup to enhance appearance of internal organs,1
los angeles lakers -- oh how the mighty have fallen,0
scotland yard frees 163-year-old british man after dna evidence clears him of being jack the ripper,1
cdc warns once-eradicated jitterbug spreading across country at rate not seen since 1940s,1
"department of interior sets aside 50,000 acres as national wildfire refuge",1
"judge rolls eyes, upholds naughty baker's first-amendment rights",1
93-year-old is killin' it on instagram with her modeling shots,0
voter turnout at eu polls: disinterest can be expensive,0
pekingese really letting self go since winning westminster,1
man who supplied guns to california shooters arrested on terrorism-related charges,0
donald trump's election could be a windfall for virginia democrats,0
fantasy baseball team suffers major setback as owner embarks on weeklong honeymoon without internet access,1
robert pattinson looking forward to taking on more serious vampire roles after conclusion of 'twilight' films,1
concrete steps you can take to support your muslim neighbors today,0
here's a reminder of how far donald trump has flip-flopped on health care,0
al-qaeda sitcom filmed before live studio hostages,1
republicans ready for december shutdown as boehner exits,0
5 ways to outsmart the supermarket and lose weight,0
a true-life love story: what my grandparents taught me about devotion,0
combat gear blurs lines between cops and military in ferguson and hawaii,0
samantha bee reacts to orlando massacre with powerful gun control message,0
bus-stop ad has more legal protections than average citizen,1
'100 years of italian beauty' is a bellissima trip back in time,0
clinton gets full day's relief with one spray of flonase,1
weird birthday boy blowing out candles wishes for john hickenlooper to win democratic primary,1
the '7th heaven' cast reunites for the first time in 8 years,0
here's proof 'doing what you love' pays off,0
olivia wilde takes down subway riders who don't give seats to pregnant women,0
every nbc program to end with character straight up asking viewers what kind of new tv shows they would like to see,1
suit up: 3 ways to tell if your suit fits,0
report alleges human rights abuses at dhs facilities on the mexican border,0
the immorality of trump's new travel ban,0
thousands of pigs rescued in china after photos of flooded barn go viral,0
david beckham stared down a studio camera: here's what we know,0
study: 'hangin' in there' best one can now feel,1
tourists describe scenes of horror in tunisian beach massacre,0
why the azores are the best european island destination for all types of travelers,0
déjà vu?,0
the single american woman,0
fcc sniper takes out matthew mcconaughey to prevent live broadcast of profanity,1
thewrap sparks change to california law protecting digital media,0
i used an app to buy only ethical food. it was really hard.,0
the downside of the boom,0
swollen rex tillerson spotted rushing to place mouth over leaks spouting in keystone pipeline,1
"turns out, michael phelps was listening to future during 'angry face'",0
'the adventures of young hillary' is what america needs right now,0
how hotels are capitalizing on what business travelers value most,0
homeland security director releases list of terrorists who don't have the balls to attack u.s.,1
dog breeders unveil new mastiffeagle,1
4 new trumps shaking fast track's house of (trading) cards,0
french catering company employs refugees to cook their native foods,0
5-year-old says 'sesame street' has sucked since 2010,1
"annoying guy in movie theater constantly screaming 'get out of there, you idiot' at bradley cooper's character in 'a star is born'",1
"drug-resistant bacteria often lurk in children's, dogs' sandboxes",0
bizarre sci-fi novel posits world where natives inhabited america before europeans,1
paul beatty becomes first american to win man booker prize for fiction,0
parking lot attendant seemingly unaware new day a gift from god,1
husband apologizing in sleep,1
pop stars to consolidate,1
watch maroon 5's 'snl' performance,0
civil rights groups pressure senate to reject trump's supreme court nominee,0
"newsroom trends, journalism, media ethics and engagement in 2016",0
bra training complete,1
grieving losses other than death,0
taraji p. henson announces memoir 'around the way girl',0
zz top reveals meaning behind classic song 'legs',1
alex jones returns to humble roots of screaming conspiracy theories through megaphone at people in park,1
area man outraged his private information being collected by someone other than advertisers,1
the importance of adding stress relief to your to-do list,0
asian-american cops sue california police department over discrimination,0
most items at garage sale haunted,1
every song on kendrick lamar's new album is charting on billboard's hot 100,0
g20 leaders attend saudi crown prince's informative seminar on eliminating dissident journalists,1
12% of federal government that's currently functioning to shut down,1
obama to take break from stumping to preside over united states,1
new michael landon biography resolves many unasked questions,1
you won't be able to unsee benedict cumberbatch imitating an otter,0
cashier allows line-cutting to go unpunished,1
local man almost finished collecting fantasy football winnings from 2005,1
bird has big plans for cage,1
horrifying doll sitting on neighbor's porch whether it's halloween or not,1
13 t-shirt slogans that will inspire anyone in your path,0
nation's 30 fraudulent voters march on washington to restore voting rights act,1
hippie very involved in hippie non-sports,1
beauty industry announces massive new initiative to make women self-conscious about their palms,1
"man apparently opens beer with butt, inspires bartenders everywhere",0
woman tragically succumbs to natural hair color,1
teen jumps on whale shark like it's nbd,0
venus horrified after finding millions of nude pictures of herself on internet,1
new roommate bestows apartment with unexpected windfall of end tables,1
south african politician proclaims a 'non-racial' era after vote wins,0
nj man responds to police summons in grossest possible way,0
study links drinking while pregnant to being at kid rock concert,1
congress wishes they could help puerto rico but it's all the way over there,1
is disability in?,0
receipt brazenly placed in bag without permission,1
democrats weren't invited to review classified documents on fbi informant,0
author dismayed by amazon customers' other purchases,1
will congress heed charla nash's message?,0
world leaders hope singapore summit will lead to north korea becoming normal impoverished country they don't have to think about,1
are hackathons changing the way we do business?,0
friday talking points -- meet brian schweitzer,0
election-crazed 'new york times' expands poll coverage to 18.5 million more races in 371 additional states,1
trump reassures struggling farmers he has never seen one of them and cannot be sure they even exist,1
pele hospitalized for back surgery,0
"from cave painters to cassoulet: a trip to southwest france 100,000 years in the making",0
"on the anniversary of dr. gunn's death, thank an abortion provider",0
subpoenaed trump organization financial documents reveal company's only holding is single dairy queen in new jersey,1
rembrandt's 'night watch' falls off museum wall after sticky tabs come loose,1
imaginary brain tumor spreading rapidly,1
corporation surprised to see its tax money circle back around to it so soon,1
"after dark: meet leo gugu, stylist and nightlife personality",0
united airlines cracking down on emotional support spouses,1
lottery loser angry at lottery winner,1
pressure to defund planned parenthood increases for gop,0
college football playoff projections,0
the republican plan for higher education: less red tape and less money,0
blog post read by mother to shape child's next 18 years,1
donald trump has become the kardashians... and that's an insult to the kardashians,0
authorities on loudspeaker plead with holdout characters to evacuate disney world while they still can,1
governor demands to know which star on american flag is iowa's,1
ellen recruits hollywood's biggest lgbtq stars to pay tribute to obama,0
sole bar of soap makes circuit from sink to shower,1
would jesus accept climate science?,0
(still) daring to be different in dr. martens,0
london police arrest six after synagogue attack,0
chinese cyber-attacks: will the united states step up its active cyber defense posture?,0
heartbreaking video shows starving polar bear on warming canadian island,0
face-reading: an advantage in business,0
laid-back company allows employees to work from home after 6 p.m.,1
"janis joplin: 'who you are is what you settle for, you know?'",0
al-qaeda hires public-relations consultant just to shoot him,1
revisit your favorite junkie pals in the 'trainspotting 2' trailer,0
samantha bee's spectacular takedown of trolls who went after seattle councilwomen,0
fda prepares nation for switch to digital food format,1
"child baffled by stationary, non-violent images",1
cnn technicians rush to empty wolf blitzer's urine tank midway through election coverage,1
white castle plundered by turks,1
eva longoria tans self out of visible spectrum,1
"one woman, two proposals, dumbfounding indecision",0
william h. macy has ultimate dad moment dancing with his daughter before prom,0
hershey's unveils some new chocolate bullshit for you to cram into your fat maw,1
lesbian ex-mayor has perfect response to ann coulter's hurricane nonsense,0
best-laid plans of mice mostly cheese-related,1
ken burns implores stanford graduates to believe sexual assault survivors,0
computer science in vietnam: counting down to the hour of code,0
obama waiting for perfect moment to walk by white house tour group,1
babysitter enters third hour of negotiations to get 4-year-old to put his pants back on,1
republican sen. gardner torches sessions over pot reversal,0
house bipartisanship throws up pitifully weak toxic chemicals control bill,0
"black and blue: on being black, female and depressed",0
this the fuck harness sex shop worker has at home,1
thousands march on national mall to demand puerto rico disaster relief,0
brooklyn pizza restaurant gets threats after video links it to 'pizzagate' hoax,0
fireflies almost salvage man's shitty day,1
protest again delays hawaii giant telescope construction,0
watch 'harry potter' actors get sorted into hogwarts houses irl,0
death toll from powerful mexico earthquake rises to 91,0
report: we don't make any money if you don't click the fucking link,1
less popular friend proposes combining birthdays into single party,1
area man thought he had more forks than this,1
children's hospital charity dependent on teri hatcher's knowledge of british parliament,1
authority figure demands to know meaning of this,1
axl rose has something to say about that vocal range chart,0
thursday's morning email: the republican tax plan's last-minute hurdles,0
clinton hurls feces at detractors,1
jewelry company jumps gun with engagement ring commercial featuring polyamorous triad,1
coworker retreats to remote corner of office to complete disgusting food order,1
ice opens new supermax detention center for most hardened toddlers,1
when parents part,0
overpopulation concerns force u.s. to reopen south dakota,1
fatal school bus crash cements bff status,1
report: most americans now getting their news while peeking out between fingers,1
study finds average american inadvertently eats equivalent of 8 pieces of fruit per year,1
business innovation: what market leaders can learn from video games,0
infants piling up at orphanage's old address,1
never-before-heard buzzword flying around office can't be good,1
eerie sci-fi short explores quest to feel 'connected' with a surprising star,0
activists to deliver 'spines' to chuck schumer to protest cabinet confirmations,0
michael phelps recreates his 'angry michael phelps face' on 'the tonight show',0
daddy yankee singing 'despacito' with cancer patient needs no translation,0
'black panther' reminds us why pan-african unity is still important,0
marco rubio says he'd stop protecting dreamers from deportation on day one,0
5 types of web content for driving extra traffic,0
tom izzo calls 2019 spartans best team he's ever threatened with violence,1
is fatherhood in cheyenne jackson's future?,0
pope francis pursues sinner across vatican city rooftops,1
whatsapp co-founder to leave company amid disagreements with facebook,0
rick santorum relieved no one has asked him about interracial marriage yet,1
pixies release secret song for record store day,0
9 things all parents of college kids do but hate to admit,0
congress relieved to admit it's not going to accomplish anything this year,1
siblings playing tense game of chicken to decide who going to care for mom,1
area man a staunch single-gender voter,1
i donated my eggs so i could travel the world,0
remembrance is the beginning of the task,0
anti-abortion activists sing a dangerous song,0
entitled burger king employee wants $15 an hour just for dealing with worst of america every day,1
national enquirer turns on michael cohen,0
donald trump's supreme court would overturn roe v. wade,0
haim is back with new song and video shot by paul thomas anderson,0
nba players #prayforpaulgeorge after horrific injury,0
tv shows from your childhood that were super overrated,0
monica lewinsky: 'i'm not alone anymore' thanks to the me too movement,0
man swells with shame after entering zip code into girl scout cookie locator,1
pregnant ellie kemper isn't into strangers touching her stomach,0
beware intelligent men bearing caustic wits,0
activity made up to sell athletic shoes,1
billy eichner gives us a thanksgiving parade for people who don't have kids,0
"sudan used chemical weapons in deadly darfur attacks, amnesty says",0
teen choice awards honor cory monteith with posthumous surfboard,1
wkzn-tv concludes broadcast day,1
the president's mission to garner sympathy for white supremacists is utter nonsense,0
please stop saying these ridiculous phrases at work,0
lose the last 10 pounds: tips to help you reach your goal weight,0
senate bill 720: making it a crime to support palestinian human rights,0
onion social offers free medium t-shirt to anyone who has been a victim of stalking on their site,1
someone called the cops on jerry seinfeld over a lemonade stand,0
americans experiencing slightly different kind of numbness today,1
see the moon's newest crater,0
everyone ganged up on marco rubio at saturday's gop debate,0
woman longs for day when first female president can have tell-all book written about disgusting vagina,1
of course dick morris might join the trump campaign,0
"company to use internet to waste money, employees' time",1
lin-manuel miranda freestyles about life's most annoying minor inconveniences on 'ellen',0
this slo-mo watermelon vs. mortar is another kind of food porn,0
trump privately terrified his sexual assault victims will someday come forward,1
onion social ceo responds to company chaos by donating $50 to haiti,1
friday's morning email: trump: 'i thought it would be easier',0
literally no one supports lincoln chafee in latest poll,0
pentagon report concludes too many soldiers have same nickname,1
stephen colbert explains the conspiracies against donald trump in 1 nsfw diagram,0
macaulay culkin hoping some 'funny or die' writer comes up with video idea for him,1
"anarchists rise up, move to different cafeteria table",1
is obamacare repeal over? three possible outcomes,0
"when politicians think the microphone is off, they start getting real",0
lena dunham plans to dress as a planned parenthood doctor for halloween,0
celine dion performs emotional tribute at the billboard music awards,0
"2020 presidential candidate pete buttigieg announces bold plan for 2,500-mile intercontinental riverwalk",1
woman barely jogging,1
the cyberspace revolution: why are the media ignoring it?,1
california officials assure residents there still plenty of other natural resources to waste,1
sun goes out for a few seconds,1
kurrencykook.com gives new $100 bill mixed review,1
donald trump inspires new nsfw meaning of the acronym 'gop',0
disapproving michelle obama to be printed on all fast food containers,1
some people think starbucks is promoting 'gay agenda' on holiday cups,0
local pet store sells living things to just anyone off the street,1
sofia vergara made a surprise cameo during pitbull's grammys performance,0
connect four-playing sis pretty sneaky,1
colleges and universities should become sanctuaries for the undocumented,0
obama reminds nation that he's taking personal day next friday,1
"this ceo will send your kids to school, if you work for his company",0
how our allies in asia see the presumptive republican nominee,0
bruce springsteen proves he's 'the boss' by signing boy's tardy note,0
bush texting while mahmoud abbas speaks,1
maybe ridley scott should've read this memoir before replacing spacey with plummer,0
man needs emotional support only a woman can feign,1
the water war that will decide the fate of 1 in 8 americans,0
u.s. navy creates cool new 'ping' sound,1
congressman knows regular lobbyist's order without even having to be told,1
"report: hey, stephen tobolowsky is in this!",1
area man foolishly entrusted with genetic code,1
biologists discover billions of missing bees living anonymously in sacramento,1
25 halloween costumes for men with beards,0
god struggling to remember how to make geodes,1
the problem with calling women 'females',0
will congressional nsa action matter?,0
this 'jaws' analogy did not end well for mike huckabee,0
fraternity members to undergo racial sensitivity hazing,1
report: fax machines still pretty impressive if you think about it,1
gay couples fight to be included on birth certificates,0
this is lazy-girl chic at its finest,0
new liver complains of difficulty working with lou reed,1
condé nast agrees to $5.8 million settlement in intern lawsuit,0
the secret to raising charitable children,0
lindsey buckingham goes his own way from fleetwood mac,0
john boehner explains why he's suing obama again,0
usc insists lori loughlin's daughter was admitted solely based on socioeconomic background,1
fox news host: trump fulfilled biblical prophecy by moving u.s. embassy to jerusalem,0
the important reason why we need to embrace creativity,0
suicide bombing near afghan parliament kills more than 30,0
vatican policymaking once again manipulated by powerful second commandment rights groups,1
"at this year's toronto film festival, it's the quieter performances that speak the loudest",0
excited cia director can't wait to declassify last night's incredible mission in middle east,1
iran denies making deal with u.s. to ship nuclear material to russia,0
20 reasons you're so lucky to have a big sister (especially as a young woman!),0
trump won't stop joking about dating his daughter,0
lingerie-wearing boehner: 'we still have a very pretty speaker of the house',1
career-driven man beginning to worry entire identity no longer tied to job,1
isis operatives destroy hofner bass guitar signed by paul mccartney,1
poll finds 23% of americans would vote for jeb bush if candidate standing right next to them in voting booth,1
man experiencing first real moment of peace in years resuscitated,1
donald trump will not get his son-in-law's newspaper's endorsement,0
here's how many calories 6 summer olympic sports burn,0
dream vacation turns deadly for area houseplant,1
ctrl+ plus: a closer look at amc's halt and catch fire,0
selena gomez and james corden's rollercoaster karaoke is quite a ride,0
lazy wildlife rescuer lets oily pelicans pile up in sink for 5 days,1
pfizer mercifully puts down another batch of trial patients,1
area man glad his brother is giving mom grandkids,1
"on the anniversary of trump's inauguration, the government is shut down",0
police make arrest in socal lemonade stand heist,0
unclear if grandma just friends with 81-year-old widowed man,1
the summer's dumbest video game is also kind of my favorite,0
eric holder loads ipod with ap phone conversations for morning commute,1
man unsure how to expose self to woman he likes without coming off as a creep,1
oven preheated for 16 seconds,1
energy department official who called obama a 'kenyan creampuff' resigns,0
taliban making military gains in afghanistan,0
evangelical leaders release anti-lgbtq statement on human sexuality,0
"'invisible airwaves crackle with life,' reports geddy lee from man's detached earbud",1
u.s. soldiers to be equipped with powerful mandibles,1
on feminism: but i like being a girl,0
"dry, flavorless cupcake disappointing to last bite",1
china introduces new one-uighur policy,1
romney receives 20-minute standing ovation at naawp event,1
a knicks' fan's open letter to santa,0
american express to offer 5 months of paternity and maternity leave,0
governor approves 24-hour waiting period for women voters,1
army drives 9/11 mastermind's lawyer to sacrifice his military career,0
what's next for uber?,0
trump style:  insults and domestic abuse,0
gap unveils lightweight linen gift card for summer,1
'twin peaks' finally resolves that terrifying cliffhanger,0
nation too sad to fuck even though it's what prince would have wanted,1
abe's visit will remind americans china's power must be checked,0
women's health and undernutrition in the u.s.,0
who needs the apple watch? this startup is building straps that make any regular watch 'smart',0
how artists are transforming detroit,0
why tina fey turned my life as a war reporter into a comedy,0
friday's morning email: hackers reportedly target u.s. nuclear plants,0
study: whites to be minority in donaldson family by 2027,1
does hollywood have a bias against films portraying disability?,0
nursing-home resident receives $5.25 worth of care per hour,1
ducks only interested in man's bread,1
pranksters slip kkk hoods and urine-proof sheets into trump tower's gift shop,0
w. kamau bell chimes in on politics and racism,0
twitter users blast donald trump for using hurricane harvey 'as political cover',0
isis used chemical weapons in syria: monitor,0
kidnapped hilton sisters appalled by captor's basement,1
melissa mccarthy's perfectly simple secret to a happy marriage,0
healthy aging tips for 30-somethings,0
"'you're my best friend,' says obama to drone that appears outside bedroom window every night",1
the must see attraction of 2015 in vegas,0
new employee has never known decadent pleasures of old office,1
quiznos releases new 6-foot-long party man,1
white house announces sasha obama to now be played by britney watkins,1
"stormy daniels, flouting nda, details trump affair to '60 minutes'",0
"prince harry, meghan markle set up bridal registry at london-area target",1
man who couldn't defeat george w. bush attempting to resolve israel-palestine conflict,1
son attempts to cultivate parents' interest in better movies,1
success and still enjoying your 'happy place',0
dukes of hazzard sharply declines in kitsch value,1
karen mcdougal released from contract restricting her from discussing trump affair,0
best career advice: find a need and fill it,0
martha stewart's new wine service makes your drinking martha-approved,0
ad campaign for new $20 bill a success,1
disturbing new ad reveals the future of the gop under trump,0
paul mccartney's mix-cd for new girlfriend a little self-indulgent,1
travis kalanick takes leaves of absence from post as uber ceo,0
tsa agent can't bring himself to make dad take off comfy shoes,1
kavanaugh sweating bullets after betting life savings on being confirmed to supreme court,1
bin laden returns to sea,1
"'no way to prevent this,' says only nation where this regularly happens",1
trumpismo! and american fascism,0
why jillian michaels is reclaiming 'fag' and 'dyke',0
craig kilborn weds self in private ceremony,1
"huffpost hill - trump heads to louisiana, will distribute the classiest, absolute best mres",0
abused 12-year-old alabama girl doesn't think she can handle being a mom on top of everything else,1
learning the meaning of 'family' -- through intense homophobia,0
duchess kate hits scotland in a gorgeous blue coat,0
"sleeping man flanked by laptop, phone, earbuds like egyptian pharaoh buried with all his treasures",1
ted cruz says he's leaning no on the new obamacare repeal bill,0
how to actually get a bartender's attention,0
white house finally reveals whether donald trump has confidence in jeff sessions,0
"nevertheless, she persisted: a year after the first women's march, energy is still high",0
autonomy: the self-driving car and you,0
team obama's last gasp for middle east peace explained,0
revolutionary new alarm clock for the deaf uses no hammers,1
family impressed by extra effort father putting in to hide drinking,1
former nfl player to sue minnesota vikings over investigation into anti-gay allegations,0
you may not have noticed but there were almost no latino films in 2015,0
inside: spring fashions so glamorous you'll practically shit yourself,1
japan calls for 'world without nuclear weapons' on hiroshima bombing anniversary,0
depressed wolf blitzer locks self in situation room,1
watch taylor swift and zayn trash a hotel room in 'i don't wanna live forever' music video,0
steve king vehemently denies comparing immigrants to people,1
7 super seeds with big health benefits,0
"u.k. to also ban large electronics on some flights from middle east, africa",0
which jackson will dominate next year's headlines?,1
here's the real reason this so-called bernie bro cried at the dnc,0
why i don't want my kids to be happy,0
what to buy at zara for under $100,0
area woman has more than 200 products to help calm her,1
congressional candidate recounts childhood abuse in powerful campaign ad,0
congress allocates $500 million for development of funkier bass lines,1
are you selfish or self-responsible?,0
new lawn-care product makes neighbor's lawn less green,1
gop congressman turns science committee into platform for his own anti-science views,0
